"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","notes","source_studies"
"56k-modem","56K Dial-up Modem","platform","","1997-2010","mature","obsolete","Integrated baseline","1997-bay-networks--concentrating-on-remo-06bdd8; dct-why-aberdeen-follows-pc-deals-2002"
"10-100-ethernet","10/100 Ethernet","protocol","","1995-present","mature","legacy","Integrated baseline","dct-why-aberdeen-follows-pc-deals-2002"
"hdd-7200rpm","7200 RPM Hard Drive","platform","","1997-2015","mainstream","legacy","Faster than 5400 RPM","dct-why-aberdeen-follows-pc-deals-2002"
"monitor-crt","CRT Monitor","platform","","1960s-2010","mature","obsolete","17-19 inch tiers","dct-why-aberdeen-follows-pc-deals-2002"
"flat-panel-monitor","Flat-Panel LCD Monitor","platform","","2000-present","emerging","mature","19 inch 'to die for'","dct-why-aberdeen-follows-pc-deals-2002"
"windows-xp-home","Windows XP Home","platform","Microsoft","2001-2014","emerging","obsolete","Home-user tier","dct-why-aberdeen-follows-pc-deals-2002"
"color-inkjet-printer","Color Inkjet Printer","platform","","1990s-present","mature","mature","$50+ bundled","dct-why-aberdeen-follows-pc-deals-2002"
"microsoft-office","Microsoft Office","application","Microsoft","1989-present","mature","mature","Home -> office PC conversion","aberdeen-1996-digitals-personal-workstation-new-markets-channels; dct-why-aberdeen-follows-pc-deals-2002; microsoft-split-will-hit-users-pockets-0-edc1ed; peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec; powerful-network-management-4cb125; usatoday-maney-microsoft-patents-rd-spen-8fdf22"
"zvue-player","ZVUE Pocket Video/Music Player","hardware","Hand Held Entertainment","2003-2004","emerging","{'lifecycle_current': 'discontinued', 'notes': 'ZVUE portable media players were made by HandHeld Entertainment (ZVUE Corp). The company was delisted from NASDAQ in 2008 due to heavy losses. ZVUE is an inactive brand; the product and company are defunct.', 'source': 'https://en.wikipedia.org/wiki/Zvue'}","$99; 2.5-inch display; 8+ hours on 4xAA; SD card MPEG-4; sold via Toys R Us","dct-oct.-4-hot-topic-b61c0d"
"roku-hd1000","Roku HD1000 HDTV Media Player","hardware","Roku","2003","emerging","{'lifecycle_current': 'discontinued', 'notes': ""Roku HD1000 was the original Roku streaming device (2008). Roku dropped support for 'classic' devices including HD models between May 2008 and May 2011 as of September 2015. The specific HD1000 model is fully discontinued and unsupported."", 'source': 'https://variety.com/2015/digital/news/roku-drops-support-older-boxes-1201583783/'}","$499.99; HDTV support; Linux OS; WiFi/Ethernet; CF/SD/SmartMedia/XD/MemStick slots","dct-oct.-4-hot-topic-b61c0d"
"nec-fuel-cell-laptop","NEC Fuel Cell Laptop","hardware","NEC","2003 (prototype)","pre-market","{'lifecycle_current': 'discontinued', 'notes': ""NEC's methanol fuel cell laptop prototype was announced in 2003 with plans for commercial launch in 2004. The commercial product was never released. NEC's fuel cell laptop never reached market; the project was abandoned. NEC Energy Solutions (battery division) went out of business in 2021."", 'source': 'https://www.latimes.com/archives/la-xpm-2003-jul-01-fi-rup1.5-story.html'}","Water/methanol fuel cell; 5-hour battery prototype; 40-hour version projected 2005","dct-oct.-4-hot-topic-b61c0d"
"sd-memory-card","Secure Digital (SD) Memory Card","storage","Multiple","2000-present","current","{'lifecycle_current': 'active', 'notes': 'Secure Digital (SD) memory cards remain the dominant removable flash storage format. SD Express (PCIe) is the current standard; microSD is ubiquitous in smartphones. SD Association actively developing new standards.', 'source': 'General knowledge'}","256MB SD holds 4 hours of video in ZVUE proprietary compression; also used in Roku HD1000","dct-oct.-4-hot-topic-b61c0d; iha-full-report---draft-jul-28-41de81; palm-boulevard-news-sd-memory-cards-to-d-aca4c9; sd-cards-overtake-memory-stick-12-may-20-81d89c; sd-memory-cards-to-drive-market-for-digi-71a434"
"mpeg4-compression","MPEG-4 Video Compression","standard","ISO/IEC","1999-present","current","{'lifecycle_current': 'standard-current', 'notes': 'MPEG-4 compression remains an active, widely-used standard. MPEG-4 Part 10 (H.264/AVC) is the most widely deployed video codec globally. MPEG-4 Part 2 is still used. H.265/HEVC and AV1 are newer but MPEG-4 standards remain current.', 'source': 'General knowledge / ISO/IEC standards'}","ZVUE uses proprietary compression compatible with MPEG-4 content","dct-oct.-4-hot-topic-b61c0d"
"hdtv","High Definition Television (HDTV)","standard","Multiple","1998-present","emerging","{'lifecycle_current': 'mature', 'notes': 'High Definition Television (HDTV/1080p) is the mainstream broadcast and display standard. 4K/UHD is growing above it. HDTV content and hardware remain dominant in consumer electronics but is now considered the baseline rather than cutting edge.', 'source': 'General knowledge'}","Roku HD1000 converts HDTV screen into art gallery / media display","dct-oct.-4-hot-topic-b61c0d"
"wifi-802-11","Wi-Fi (802.11)","protocol","IEEE","1999-present","current","{'lifecycle_current': 'active', 'notes': 'Wi-Fi (802.11) is the dominant wireless networking standard. Wi-Fi 7 (802.11be) is current; Wi-Fi 6E (802.11ax) widely deployed. Wi-Fi Alliance actively certifying products.', 'source': 'General knowledge'}","Roku HD1000 includes WiFi for networked content access","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18; dct-oct.-4-hot-topic-b61c0d; intel-centrino-pk-8ecf9a"
"linux-embedded","Embedded Linux OS","platform","Open Source","2000-present","current","{'lifecycle_current': 'active', 'notes': 'Embedded Linux is widely used in IoT devices, routers, industrial systems, automotive (Android Automotive/embedded Linux), and consumer electronics. Yocto Project, OpenWRT, and other embedded Linux distributions actively maintained.', 'source': 'General knowledge'}","Roku HD1000 OS; supported third-party development environment","dct-oct.-4-hot-topic-b61c0d"
"sony-memory-stick-pro","Sony Memory Stick Pro (1GB)","storage","Sony","2003","current","{'lifecycle_current': 'legacy-unsupported', 'notes': 'Sony Memory Stick Pro (1GB) is a legacy format. Sony began including SD card slots around 2010 as it conceded the format war. Memory Stick Pro as a format is no longer developed or marketed for new products. Sony recently exited most of its memory card business (2026 announcement regarding shutdown due to SSD shortage impacting operations).', 'source': 'https://en.wikipedia.org/wiki/Memory_Stick'}","$500 per 1GB; used with Sony Clie UX40; holds 4 hours high-res video","dct-oct.-4-hot-topic-b61c0d"
"methanol-fuel-cell","Water/Methanol Fuel Cell","hardware","NEC","2003-2006 (research)","pre-market","{'lifecycle_current': 'legacy-unsupported', 'notes': 'Water/Methanol fuel cells for consumer electronics (laptops) were never commercially successful. Direct methanol fuel cell (DMFC) laptops were demonstrated by NEC, Toshiba, and others but never reached commercial markets. The technology remains in niche industrial applications but failed for consumer laptops.', 'source': 'https://www.latimes.com/archives/la-xpm-2003-jul-01-fi-rup1.5-story.html'}","Alternate portable power source; also rumored for cell phones in Asia","dct-oct.-4-hot-topic-b61c0d"
"vax-cluster","VAXcluster","system-architecture","Digital Equipment Corporation","1984-1998","production-shipping","legacy-OpenVMS-Cluster-on-Itanium-then-x86","DEC's distributed shared-disk cluster technology","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e; kastner-tandem-topgun-et1-analysis-1987--a3a09c"
"acms","ACMS (Application Control Management System)","TP-monitor","Digital Equipment Corporation","1980s-1990s","active-product","legacy-OpenVMS","DEC's transaction processing monitor for VAX/VMS","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e; dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"decintact","DECintact","TP-monitor","Digital Equipment Corporation","1980s-1990s","active-product","discontinued","DEC TP monitor; uses flat files (RMS, Hash) per Zahavi memo","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e; dectp-genspark-research2-4-a09a82; dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"vax-rdb","VAX Rdb/VMS","relational-DBMS","Digital Equipment Corporation","1984-1994","active-product","Oracle-Rdb-after-1994-sale","DEC's relational DBMS for VAX/VMS; sold to Oracle 1994","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-notes-tp1-debit-credit-thread-1987-1-5815dc; nti-6-rdbms-technology-48f4aa"
"dec-dbms","VAX DBMS","CODASYL-DBMS","Digital Equipment Corporation","1980s-1990s","active-product","legacy","DEC's network/CODASYL DBMS for VAX/VMS","dec-debit-credit-guidelines-kohler-hsu-1-e228b4"
"x25-protocol","X.25 packet-switching protocol","communications-protocol","ITU-T (ex CCITT)","1976-2000s","industry-standard","obsolete-replaced-by-frame-relay-then-IP","Block-mode terminal communication protocol specified by Debit-Credit","dec-debit-credit-guidelines-kohler-hsu-1-e228b4"
"microvax","MicroVAX","minicomputer","Digital Equipment Corporation","1984-1995","production-shipping","discontinued","Used as branch-office FEP/terminal controller in Style 3 Debit-Credit","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vax-8550","VAX 8550","minicomputer","Digital Equipment Corporation","1986-1990","production-shipping","discontinued","Mid-range VAX; 2x cluster proposed for finance-company sale","dec-notes-tp1-debit-credit-thread-1987-1-5815dc"
"dbs-tps-metrics","DEC DBS TPS Metrics Standard","metrics-framework","Digital Equipment Corporation","1987-1990","internal-standard","obsolete-superseded-by-TPC","Smith's April 1987 framework: TPS (D/C, batch/end-to-end, qualified/peak)","dec-notes-tp1-debit-credit-thread-1987-1-5815dc"
"ims-fastpath","IMS Fastpath","TP-database","IBM Corporation","1980s-2000s","active-product","legacy","IBM in-memory IMS variant for high-throughput TP; Kastner critiqued OneKay extrapolation","dec-primer-comparing-debit-credit-tests--c30cfa"
"ibm-onekay-benchmark","IBM OneKay 1000-tps Benchmark (1987)","performance-benchmark","IBM Corporation","1987","vendor-marketing-claim","obsolete","IBM-claimed 1000 tps benchmark used to extrapolate ~750 Debit-Credit tps; Kastner rejected","dec-primer-comparing-debit-credit-tests--c30cfa"
"tandem-topgun-benchmark","Tandem TopGun (March 1987)","performance-benchmark","Tandem Computers","1987","vendor-marketing-claim","obsolete","Tandem's white paper benchmark; Kastner critiqued non-conformance to Debit-Credit spec","dec-primer-comparing-debit-credit-tests--c30cfa; kastner-tandem-topgun-et1-analysis-1987--a3a09c"
"stratus-et1-benchmark","Stratus ET-1","performance-benchmark","Stratus Computer","1980s-1990s","vendor-marketing-claim","obsolete","Stratus internal TP benchmark; Kastner notes ET-1 ≠ Debit-Credit","dec-primer-comparing-debit-credit-tests--c30cfa"
"nonstop-sql","Tandem NonStop SQL","relational-DBMS","Tandem Computers","1987-2000s","active-product","renamed-HP-NonStop-SQL","Tandem's relational DBMS; Kastner critiqued TopGun's relative-record-key extensions","aberdeen-1996-tandem-vision-21st-century-electronic-business; dec-primer-comparing-debit-credit-tests--c30cfa; nti-6-rdbms-technology-48f4aa"
"vax-8700","VAX 8700","minicomputer","Digital Equipment Corporation","1986-1992","production-shipping","discontinued","DEC high-end VAX; Kastner cites 40% VUPS consumed by Style 1 presentation services","dec-primer-comparing-debit-credit-tests--c30cfa"
"stratus-model-120","Stratus Model 120","fault-tolerant-system","Stratus Computer","1980s","production-shipping","discontinued","2x MC68020-based Stratus midrange; Kastner estimated <8.5 Style-1 Debit-Credit tps","dec-primer-comparing-debit-credit-tests--c30cfa"
"distributed-lock-manager","VMS Distributed Lock Manager (DLM)","cluster-coordination","Digital Equipment Corporation","1984-1998","production-shipping","legacy-OpenVMS-Cluster","Cluster-wide lock arbitration; bottleneck for cross-node OLTP traffic","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"ci-bus","CI Bus (Computer Interconnect)","cluster-interconnect","Digital Equipment Corporation","1984-1995","production-shipping","legacy-superseded-by-Memory-Channel-and-Ethernet","70Mbit/s dual-rail cluster interconnect; carries DLM messages and disk I/O","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"rms","RMS (Record Management Services)","file-system","Digital Equipment Corporation","1977-present","production-shipping","still-shipping-on-OpenVMS","VAX/VMS flat-file system; supports Debit-Credit when partitioned per cluster member","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"sequent-dynix","Sequent Dynix/PTX","operating-system","","","","discontinued","","dectp92-0ca51c; nti-4-nextgen-os-timing-1993-a45049"
"western-digital-caviar-8gb","Western Digital Caviar 8-GB disk drive","storage","Western Digital","~1999-2001","end-of-life","{'lifecycle_current': 'discontinued', 'notes': 'Western Digital Caviar 8GB disk drive was an early 1990s-era HDD product. WD Caviar was a long-running HDD line, but the specific 8GB capacity model is many generations obsolete. WD now brands hard drives as WD Blue/Red/Gold. The specific product is fully discontinued.', 'source': 'General knowledge / WD product history'}","Cited for disk cleansing time benchmark: 2 hours 40 minutes to complete overwrite","dell-ars-white-paper-prod-7-11m-c60434"
"dod-5220-22m-wipe-standard","DoD 5220.22M Data Destruction Standard","standard","U.S. Department of Defense","1995-present","current","{'lifecycle_current': 'legacy-supported', 'notes': 'DoD 5220.22-M data wiping standard is technically superseded by NIST SP 800-88 (current federal guidance since 2014/Rev2 Sept 2025), but the DoD 5220.22-M method remains widely referenced and used in industry compliance contexts for magnetic HDDs. Still legally recognized and commercially implemented, though not the current DoD recommendation.', 'source': 'https://www.bitraser.com/blog/dod-wiping-the-secure-wiping-standard-to-get-rid-of-data/'}","Cited as most stringent data cleansing standard available via Dell ARS special arrangement","dell-ars-white-paper-prod-7-11m-c60434"
