"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"kastner-author","kastner-tandem-topgun-et1-analysis-1987--a3a09c","Tandem TopGun ET1 Benchmark Analysis — Kastner-authored Stratus + DEC memos","1987-08-11/1988-01-13","Peter S. Kastner (with Raphael Frommer, Clark Hodder, Stratus, Aug 1987); Peter S. Kastner (DEC Corporate Systems Group, 13 January 1988)","10","10","10","34","high","high","medium"
"kastner-author","linuxcare-ab95f6","Linuxcare, Inc. -- Enterprise Service and Support for All Things Linux","1999-11-01","Peter S. Kastner / Aberdeen Group","14","6","20","28","high","medium","medium"
"kastner-author","linuxsme99-574d39","Multiclient Study: Is Linux Already a Viable Alternative OS for Small Business?","1999-09-01","Peter S. Kastner / Aberdeen Group","6","5","20","30","high","medium","high"
"kastner-author","ma-unisyswipro-rs-3747-36dd33","Can Unisys-Wipro Alliance Cover All Outsourcing Bases?","2006-12-18","Peter S. Kastner","5","4","17","31","medium","medium","medium"
"kastner-author","management-skills-learned-1969-3e75d0","Management Skills Learned 1969–1979","2025-01-01","Peter S. Kastner","11","5","19","23","high","high","not-applicable"
"kastner-author","marathon-d186ab","How I'd Succeed as a Marathon Sales Exec","1998-04-29","Peter S. Kastner","8","13","25","26","low","medium","medium"
"kastner-author","unisys-florida-hrs-expert-witness-tallah-5b4524","Unisys vs. Florida HRS — Expert Witness Memoir (Senate Chamber Tallahassee, c.1990-1991)","2026-01-12","Peter S. Kastner (memoir); Perplexity AI (research context)","17","11","40","24","high","high","high"
"kastner-author","mid-line-storage-white-paper-06-13-03-3-7a2c62","Mid-Line Disk Storage: Emerging as Significant Cost-Saving Opportunity","2003-06-13","Peter S. Kastner / Aberdeen Group","4","15","40","36","high","high","high"
"kastner-author","mirror-image-profile-v2-(050404)-e7eb95","Mirror Image Internet Advances Delivery Services for Current and New Customers","2004-05","Peter S. Kastner","7","12","20","32","medium","high","high"
"kastner-author","mirror-image-profile-v2-050404-97e2a6","Mirror Image Internet: A Pioneer in Content Distribution Network Services","2004-05-01","Aberdeen Group","8","8","30","43","medium","medium","medium"
"kastner-author","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414","NCR Norge AS Open OLTP/RDBMS Mini-Seminar, Oslo, 11 September 1992 — Kastner / Aamodt / Hansen","1992-09-11","Peter S. Kastner (lead lecturer, Aberdeen Group); Sven Aamodt (Oracle Norge); Scott Hansen (Unix International)","30","13","18","34","high","high","high"
"kastner-author","netcompute-e6c378","NC Server White Paper -- DRAFT","1997-01-01","Network Computer, Inc. (NCI) / Aberdeen Group","7","17","20","26","high","medium","medium"
"kastner-author","nti-11-distributed-midrange-servers-1993-dedd19","Building Distributed Systems with Midrange Servers","1993-08-01","Peter S. Kastner, John Logan, Thomas Willmott","22","20","30","26","high","medium","high"
"kastner-author","nti-12-client-server-goals-1993-15a519","Realistic Goals for Client-Server Computing","1993-07-01","Peter S. Kastner, John Logan, Thomas Willmott","33","26","30","26","high","medium","high"
"kastner-author","nti-2-open-systems-1dd3af","Open Systems: A Technology Status Report","1993-01-01","Peter S. Kastner, John Logan, Thomas Willmott","36","20","29","27","high","medium","high"
"kastner-author","nti-3-pc-and-ws-1993-17d49b","PCs and Workstations: Vying for the 1990's Desktop","1993-02-01","Peter S. Kastner, John Logan, Thomas Willmott","19","14","29","29","high","medium","high"
"kastner-author","nti-4-nextgen-os-timing-1993-a45049","Timing Your Move to Next Generation Operating Systems","1993-02-01","Peter S. Kastner, John Logan, Thomas Willmott","27","19","30","28","high","medium","high"
"kastner-author","nti-5-development-toolsets-0e71c5","Selecting and Using Advanced Software Toolsets","1993-04-01","Peter S. Kastner, John Logan, Thomas Willmott","33","15","30","26","high","medium","high"
"kastner-author","nti-6-rdbms-technology-48f4aa","RDBMS Report Card","1993-04-01","Peter S. Kastner, John Logan, Thomas Willmott","16","18","30","26","high","medium","high"
"kastner-author","nti-9-mainframe-role-1993-77fc40","The Role of the Mainframe","1993-05-01","Peter S. Kastner, John Logan, Thomas Willmott","19","14","29","26","high","medium","high"
"kastner-author","ntscaling-07177f","Microsoft Scalability Day: The Emperor Has No Clothes","1997","Peter S. Kastner / Aberdeen Group","3","5","7","28","low","medium","high"
"kastner-author","omnibox97-53bcfe","OmniBox International Confidential Business Plan","1997-08-01","OmniBox International / Peter S. Kastner (consulting)","20","10","30","33","high","medium","medium"
"kastner-author","oracle-appsworld-insight-edit-4-813c2e","A Kinder, Gentler Larry Ellison? Oracle Turns New Face to Its User Community","2002-04-28","Katherine Jones (Aberdeen Group)","9","7","17","25","medium","medium","high"
"kastner-author","oracle-att-ncr-customer-driven-seminar-t-b9f539","Oracle / AT&T-NCR 'Transitioning to Customer-Driven Information Solutions' 8-City Seminar Tour, Fall 1993 — Kastner Keynote","1993","Oracle Corporation (sponsor); AT&T/NCR (co-sponsor); Peter S. Kastner (Aberdeen Group, keynote speaker)","5","5","7","29","high","high","high"
"kastner-author","oracle-att-ncr-pittsburgh-seminar-letter-98b0a4","Oracle U.S.A. / NCR U.S. Group Sales Letter Promoting Pittsburgh October 12 'Customer-Driven Information Solutions' Seminar with Peter Kastner Keynote (1993)","1993","Oracle U.S.A. and NCR U.S. Group / AT&T-NCR (joint)","5","3","7","28","high","high","high"
"kastner-author","oracle-middleware-fragment-5-d3d774","Middleware/EAI Alternatives and Portera Pre-Integration (Draft Fragment)","2001-05-06","Katherine Jones (Aberdeen Group)","8","6","11","24","low","medium","medium"
"kastner-author","oracle-wp-prod-6-a42b4b","Leaving Well Enough Alone: Enterprise Application Integration's Impact on ROI","2001-07-01","Aberdeen Group (Katherine Jones, Tom Dwyer, Peter S. Kastner)","27","8","22","24","high","high","high"
"kastner-author","oracleroiwhitepaperprod-7-bcf73f","Point Solutions Versus Integrated Oracle Applications: The Road to IT Investment ROI","2001-06-01","Aberdeen Group (Katherine Jones, Tom Dwyer, Peter S. Kastner)","24","9","17","25","high","high","high"
"kastner-author","oracleroiwhitepaperprod-7023c3","Point Solutions Versus Integrated Oracle Applications: The Road to IT Investment ROI","June 2001","Peter S. Kastner","15","9","23","31","high","high","high"
"kastner-author","otellini-intel-techpinions-2013-917213","On the Impact of Paul Otellini's CEO Years at Intel (Tech.pinions, Published Version)","2013-04-28","Peter Kastner","14","15","22","32","medium","medium","medium"
"kastner-author","otellini-preview-how-it-changed-2013-604cfb","How the IT Industry Changed Under Intel's Paul Otellini (Kastner Blog Preview)","2013-04-17","Peter S. Kastner","5","5","12","30","low","medium","medium"
"kastner-author","otellini-preview-on-the-impact-2013-a50192","On the Impact of Paul Otellini's CEO Years at Intel (Kastner Blog Preview)","2013-04-19","Peter S. Kastner","5","4","8","30","low","low","medium"
"kastner-author","outsourcing-application-development-and--59d651","Outsourcing Application Development and Maintenance: Joining Cost Savings with IT Human Asset Management","November 2006","Aberdeen Group","2","12","35","29","high","high","high"
"kastner-author","perspective-041304-e4be4c","Intel's Itanium: Ready and Desirable for Mainframe-Class Workloads","April 13, 2004","Peter S. Kastner","2","14","20","30","high","high","medium"
"kastner-author","peter-kastner-10-bde195","Intel 3rd Annual NDA Industry Analyst Business & Technology Summit — 'Labs, Fab and Gab' (Peter Kastner Personal Agenda)","2009-02-24","Intel Corporation (Peter S. Kastner, attendee, Scott-Page Associates)","16","7","19","23","medium","medium","low"
"kastner-author","planningforemergingindustry-6-40decb","Planning for Emerging Industry-Standard Platforms (Executive White Paper)","2003-08-01","Aberdeen Group (Peter S. Kastner)","5","26","32","26","high","high","high"
"kastner-author","portal-99-fe5656","Portal's Infranet -- Real-Time Customer Management and Billing Pays Dividends to ISPs, Internet-Based Businesses","1999-10-01","Peter S. Kastner / Aberdeen Group","19","10","20","30","high","medium","high"
"kastner-author","psk-misc-speech-agendas-5965a3","An Overview of Internet Application Development","1996-06-01","Peter S. Kastner","6","8","15","27","medium","medium","high"
"kastner-author","psk-personality-profile-2000-8be0a6","16 PF Personality Assessment Report: Peter Kastner","2001-07-17","16 PF Assessment (OPP Ltd.)","2","1","24","24","medium","medium","not-applicable"
"kastner-author","rdbms-for-ibm-powera~1-7a44be","Power Academy RDBMS Sales Training","1996-01-23","Peter S. Kastner","19","33","45","29","high","medium","high"
"kastner-author","safeway-damages-report-draft-b502f4","Safeway Damages Report: Expert Opinion on Consonus Data Center Incident","2003-12-01","Hugh Bishop with Peter Kastner","10","8","40","43","high","medium","high"
"kastner-author","sars2-hot-topic-cf91d4","SARS May Impact Global Electronics Industry","2003-04","Russ Craig and Peter Kastner","18","5","25","31","medium","high","high"
"kastner-author","sequent-592620","Sequent Servers and Data General Servers","1994","Aberdeen Group","9","15","30","27","high","low","high"
"kastner-author","sequent-sap-sequen~1-7f70e4","The Strategic R/3 Solution for the Enterprise","1996","Sequent Computer Systems","8","6","15","25","medium","low","medium"
"kastner-author","server-benchmarks-2007-sept-7-862cf0","Intel and AMD Server Benchmarks (September 2007)","2007-09-01","Peter S. Kastner","6","11","19","24","medium","low","medium"
"kastner-author","snap-appliances-snapshot-10-15pk-f183fe","Aberdeen Vendor SnapShot: Snap Appliance Inc.","2003","Peter S. Kastner","17","17","21","30","medium","medium","medium"
"kastner-author","soa-aon-webinar-022206a-125e6b","Enterprise Integration Technology: Aberdeen Group's Market Trends & Research for 2006","2006-02-22","Peter S. Kastner","12","13","54","22","medium","medium","high"
"kastner-author","software-market-safegu~1-ea7453","Software Market Dynamics","1995","Peter S. Kastner","6","16","30","27","high","medium","high"
"kastner-author","stratus-computer-is-down-ad-reprints-c19-903ebf","Stratus 'The computer is down' ad reprints (Continuous Processing campaign, c.1984-1985)","1985-01-01","Stratus Computer marketing (Kastner-era; Kastner named in copy as direct contact)","7","5","10","27","high","medium","high"
"kastner-author","stratus-corporate-overview-1982-11-a7e367","Stratus Computer Corporate Overview, November 1982","1982-11-01","Stratus Computer, Inc. (corporate marketing — Kastner-era artifact)","14","5","12","29","high","medium","high"
"kastner-author","stratus-et1-tp1-tandem-dossier-1986-26871a","Stratus ET1-vs-TP1 competitive-intel dossier: Tandem-authored Tandem-vs-Stratus price/performance circular and Stratus internal correspondence","1986-01-14","Peter S. Kastner (compiler, Stratus Sales Support); Bill Ojile (Stratus Minneapolis); Tandem Computers (included competitive piece)","6","7","11","26","medium","low","medium"
"kastner-author","stratus-fault-tolerant-revolution-ad-198-797e0e","The Fault Tolerant Revolution — Stratus/32 launch advertisement","1981-07-01","Stratus Computer, Inc. (marketing; Peter S. Kastner era)","4","5","10","31","high","medium","high"
"kastner-author","stratus-sales-support-competitive-news-1-2aac8d","Stratus Sales Support Competitive News, Vol 6 No 3, May 1987 — Tandem Competitive Update (CLX/LXN, VLX, EXT/TXP price cuts)","1987-05-01","Peter S. Kastner, Editor (Manager, Sales Support Programs, Stratus); Raphael Frommer, contributor","7","9","16","29","high","medium","medium"
"kastner-author","sun-launch-best-practices-report-draft-8-9741fb","Best Practices in Hardware and Software Industry Product Launch Process — A Management Report for Sun Microsystems, Inc.","2002-08-01","Aberdeen Group (Peter S. Kastner, lead)","8","5","20","24","medium","medium","not-applicable"
"kastner-author","sun-launch-questionnaire-9-a2c35d","Aberdeen Group Launch Process Questionnaire (Template for Sun Best Practices Study)","2002-06-01","Aberdeen Group (Peter Kastner, project lead)","3","1","6","23","low","low","not-applicable"
"kastner-author","sun-master-contract-10-129daa","Master Procurement Agreement — Sun Microsystems (Buyer) and Aberdeen Group Inc. (Supplier), Aug 16 2001","2001-08-16","Sun Microsystems Corp. / Aberdeen Group Inc.","3","1","11","23","high","medium","not-applicable"
"kastner-author","technology-themes-ee5ba4","IT Technology Themes and Trends","2003-2004","Peter S. Kastner","5","12","21","28","medium","high","high"
"kastner-author","testahur95-330c0c","Speaking Event Overview: Who Cares If the Computer Breaks? - Testa Hurwitz & Thibeault (September 1995)","1995-09-12","Peter S. Kastner / Aberdeen Group","8","4","9","29","medium","medium","medium"
"kastner-author","the-business-value-in-it-outsourcing-7d5f23","The Business Value in IT Outsourcing","2006-05-25","Peter S. Kastner","2","6","18","30","medium","high","high"
"kastner-author","nvidia-geforce-fx-notes-2003-02","nVidia GeForce FX Product-Line Briefing Notes","2003-02-21","Peter S. Kastner","5","15","20","23","medium","medium","medium"
"kastner-author","nvidia-personal-cinema-lab-report-2002","nVidia Personal Cinema 1.0 — Aberdeen Lab Report","2002-01-17","Peter S. Kastner","12","14","23","23","medium","medium","high"
"kastner-author","topic-iia-pc-management-best-practices-2003-10","PC Management Best Practices: A Study of the Total Cost of Operation, Risk, Security, and Audit","2003-10-07","Mark Salamasick, Charles Le Grand","30","24","40","31","high","high","high"
"kastner-author","topic-semiconductor-practice-definition-2002","Aberdeen Group Semiconductor Research Practice Definition (2002)","2002-03-01","Peter S. Kastner","39","21","23","23","high","high","high"
"kastner-author","tpc2-92-c2a45c","Here Come the Hot Boxes: Unix/RDBMS TPC-A Performance Analysis (1992)","1992","Peter S. Kastner / Aberdeen Group","6","6","10","27","medium","high","medium"
"kastner-author","tpcbench92-139998","TPC Benchmarks: Users Benefit From Competition (1992 Presentation Notes)","1992","Peter S. Kastner / Aberdeen Group","10","14","21","32","high","high","medium"
"kastner-author","translating-early-skills-and-experiences-15bb2d","Translating Early Skills and Experiences into Marketing and Industry Analysis","2025-01-01","Peter S. Kastner","10","4","16","23","high","high","not-applicable"
