# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r514] 2002-09-29 | Gateway | 700S | 1718 | Pentium 4 | 2.4 | 512 RDRAM | 80 | CD-RW | 17" Gateway EV700 |  | www.gateway.com
[r515] 2002-09-22 | Gateway | 700S | 1718 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Gateway EV700 |  | www.gateway.com
[r516] 2002-09-15 | Gateway | 700S | 1678 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Gateway EV700 |  | www.gateway.com
[r517] 2002-09-07 | Gateway | 700S | 1679 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 15" Gateway LCD Flat Panel |  | www.gateway.com
[r518] 2002-08-31 | Gateway | 700S | 1668 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Gateway VX730 |  | www.gateway.com
[r519] 2002-12-23 | Gateway | 700XL | 3003 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r520] 2002-12-15 | Gateway | 700XL | 3239 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r521] 2002-12-08 | Gateway | 700XL | 3003 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r522] 2002-12-02 | Gateway | 700XL | 3008 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r523] 2002-11-24 | Gateway | 700XL | 3003 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r524] 2002-11-17 | Gateway | 700XL | 3008 | Pentium 4 HT | 3.06 | 512 RDRAM 1066 | 200 | DVD-RAM/-R; CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r525] 2002-09-29 | HP | 502n | 429.99 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | none |  | Circuit City Stores
[r526] 2002-09-22 | HP | 502n | 554.97 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 15" HP MX50  |  | BestBuy Stores
[r527] 2002-09-15 | HP | 502n | 449.97 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 15" HP MX50  |  | BestBuy Stores
[r528] 2002-09-07 | HP | 502n | 479 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | none |  | www.bestbuy.com
[r529] 2002-08-31 | HP | 502n | 429.96 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 17" HP MX70 |  | Staples Stores
[r530] 2002-08-24 | HP | 502n | 529.97 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 15" HP MX50  |  | BestBuy Stores
[r531] 2002-08-18 | HP | 502n | 529.97 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 15" HP MX50  |  | BestBuy Stores
[r532] 2002-08-11 | HP | 502n | 479.97 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | 15" HP MX50  |  | BestBuy Stores or CompUSA Stores
[r533] 2002-07-29 | HP | 502n | 529.99 | Celeron | 1.3 | 128 SDRAM | 40 | CD-ROM | none |  | www.bestbuy.com or www.hpshopping.com
[r534] 2002-11-10 | HP | 503n | 549.99 | Celeron | 1.7 | 128 DDR | 40 | CD-RW |  |  | www.circuitcity.com or www.bestbuy.com
[r535] 2002-11-10 | HP | 513n | 829.93 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP EN775e | HP 3820 | CompUSA Stores
[r536] 2002-12-23 | HP | 523n | 1050 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3820 | Circuit City stores
[r537] 2002-12-15 | HP | 523n | 850 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3820 | BestBuy Stores
[r538] 2002-12-08 | HP | 523n | 900 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3820 | BestBuy Stores
[r539] 2002-12-02 | HP | 523n | 800 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r540] 2002-11-24 | HP | 523n | 719 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | MicroCenter Stores
[r541] 2002-11-17 | HP | 523n | 1099.97 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r542] 2002-11-10 | HP | 523n | 849.99 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com or www.bestbuy.com
[r543] 2002-11-03 | HP | 523n | 899.99 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 flat screen | HP 3820 | Circuit City stores
[r544] 2002-07-29 | HP | 552 series | 842.99 | Athlon 2000+ | 1.67 | 256 DDR | 40 | DVD-ROM | 17" HP V70s |  | BestBuy Stores
[r545] 2002-11-10 | HP | 553n | 799 | Pentium 4 | 2.0A | 256 SDRAM | 40 | DVD-ROM; CD-RW | 17" HP MX70 |  | Staples Stores
[r546] 2002-12-23 | HP | 573n | 900 | Athlon 2600+ | 2.1 | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP V70S |  | Staples stores
[r547] 2002-12-02 | HP | 873n | 1649 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM |  |  | www.hp.com
[r548] 2002-11-24 | HP | 873n | 1649 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM |  |  | www.hp.com
[r549] 2002-11-17 | HP | 873n | 1699.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM |  |  | www.circuitcity.com or www.bestbuy.com
[r550] 2002-11-10 | HP | 873n | 1699.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM |  |  | www.circuitcity.com or www.bestbuy.com
[r551] 2002-11-03 | HP | 873n | 1650 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM |  |  | Circuit City stores
[r552] 2002-10-27 | HP | 873n | 1699.91 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-ROM | 17" HP MX75 flat screen | HP 3820 | CompUSA Stores
[r553] 2002-12-23 | HP | 873n Media Center | 1650 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.circuitcity.com
[r554] 2002-12-15 | HP | 873n Media Center | 1650 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.circuitcity.com
[r555] 2002-12-08 | HP | 873n Media Center | 2100 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW | 17" HP F50 flat panel | HP 3820 | Circuit City Stores
[r556] 2002-12-02 | HP | 893n | 2153 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | www.hp.com
[r557] 2002-11-24 | HP | 893n | 2153 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | www.hp.com
[r558] 2002-11-17 | HP | 893n | 2153 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | www.hp.com
[r559] 2002-08-24 | HP | customized | 1378 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r560] 2002-08-18 | HP | customized | 1378 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r561] 2002-12-23 | HP | Pavilion 503n | 699 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | www.shopping.hp.com and CompUSA stores
[r562] 2002-12-15 | HP | Pavilion 503n | 550 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r563] 2002-12-08 | HP | Pavilion 503n | 500 | Celeron | 1.7 | 128 DDR | 40 | CD-RW |  |  | www.circuitcity.com
[r564] 2002-12-02 | HP | Pavilion 503n | 600 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r565] 2002-11-24 | HP | Pavilion 503n | 500 | Celeron | 1.7 | 128 DDR | 40 | CD-RW |  |  | www.circuitcity.com
[r566] 2002-11-17 | HP | Pavilion 503n | 749.99 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3280 | Circuit City or CompUSA Stores
[r567] 2002-11-03 | HP | Pavilion 503n | 699.97 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r568] 2002-10-27 | HP | Pavilion 503n | 499.91 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | CompUSA Stores
[r569] 2002-10-20 | HP | Pavilion 503n | 599.97 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r570] 2002-10-13 | HP | Pavilion 503n | 599.97 | Celeron | 1.7 | 128 DDR | 40 | CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r571] 2002-09-29 | HP | Pavilion 512n | 619.97 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | BestBuy Stores
[r572] 2002-09-22 | HP | Pavilion 512n | 668.97 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | BestBuy Stores
[r573] 2002-09-15 | HP | Pavilion 512n | 569.97 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | BestBuy Stores
[r574] 2002-09-07 | HP | Pavilion 512n | 619.97 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | BestBuy Stores
[r575] 2002-08-31 | HP | Pavilion 512n | 649.99 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | www.officedepot.com
[r576] 2002-08-24 | HP | Pavilion 512n | 649.99 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | Circuit City or Best Buy stores
[r577] 2002-08-18 | HP | Pavilion 512n | 749.91 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | CompUSA Stores
[r578] 2002-08-11 | HP | Pavilion 512n | 599.97 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | BestBuy Stores
[r579] 2002-07-29 | HP | Pavilion 512n | 749.99 | Celeron  | 1.4 | 128 SDRAM | 60 | DVD-ROM/ CD-RW Combo Drive | 15" HP MX50  |  | Circuit City Stores
[r580] 2002-12-15 | HP | Pavilion 513n | 680 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r581] 2002-12-08 | HP | Pavilion 513n | 630 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r582] 2002-12-02 | HP | Pavilion 513n | 730 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r583] 2002-11-24 | HP | Pavilion 513n | 830 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r584] 2002-11-17 | HP | Pavilion 513n | 679.99 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r585] 2002-11-03 | HP | Pavilion 513n | 829.97 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r586] 2002-10-27 | HP | Pavilion 513n | 629.99 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r587] 2002-10-20 | HP | Pavilion 513n | 729.97 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r588] 2002-10-13 | HP | Pavilion 513n | 729.97 | Celeron | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r589] 2002-09-22 | HP | Pavilion 522n | 749.99 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.bestbuy.com
[r590] 2002-09-15 | HP | Pavilion 522n | 819.97 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | 17" HP MX70 |  | BestBuy Stores
[r591] 2002-09-07 | HP | Pavilion 522n | 749.98 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.bestbuy.com
[r592] 2002-08-31 | HP | Pavilion 522n | 749.98 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.officemax.com
[r593] 2002-08-31 | HP | Pavilion 522n | 899.97 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | 17" HP MX70 |  | BestBuy Stores
[r594] 2002-08-24 | HP | Pavilion 522n | 749.98 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.compusa.com 
[r595] 2002-08-24 | HP | Pavilion 522n | 869 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | BestBuy Stores
[r596] 2002-08-18 | HP | Pavilion 522n | 799.98 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.compusa.com or www.hpshopping.com
[r597] 2002-08-11 | HP | Pavilion 522n | 849.91 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | 15" HP MX50  |  | CompUSA Stores
[r598] 2002-07-29 | HP | Pavilion 522n | 799.98 | Pentium 4 | 1.8 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.compusa.com
[r599] 2002-10-20 | HP | Pavilion 523n | 949.97 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 flat screen | HP 3820 | BestBuy Stores
[r600] 2002-10-13 | HP | Pavilion 523n | 1050 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 flat screen |  | Circuit City Stores
[r601] 2002-10-06 | HP | Pavilion 523n | 949.97 | Athlon 2200+ | 1.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 flat screen |  | BestBuy Stores
[r602] 2002-10-13 | HP | Pavilion 523n | 1400 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 flat screen | HP 3820 | BestBuy and Circuit City stores
[r603] 2002-07-29 | HP | Pavilion 542n | 899.99 | Athlon 2000+ | 1.67 | 512 DDR | 60 | CD-RW; DVD-ROM | none |  | www.circuitcity.com
[r604] 2002-12-02 | HP | Pavilion 563n | 1149 | Athlon 2400+ | 2 | 512 DDR | 80 | DVD-ROM; CD-RW | 17' HP MX70 |  | Staples Stores
[r605] 2002-12-08 | HP | Pavilion 700 series | 1888 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | www.hp.com
[r606] 2002-09-22 | HP | Pavilion 742n | 969.99 | Athlon 2000+ | 1.66 | 512 DDR | 60 | CD-RW; DVD-ROM | 17" HP MX70 |  | Circuit City Stores
[r607] 2002-10-06 | HP | Pavilion 752n | 999 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | none |  | CompUSA
[r608] 2002-09-29 | HP | Pavilion 752n | 1219.91 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | CompUSA Stores
[r609] 2002-09-22 | HP | Pavilion 752n | 1146.97 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores
[r610] 2002-09-15 | HP | Pavilion 752n | 1069.97 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores
[r611] 2002-09-07 | HP | Pavilion 752n | 1119.99 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores
[r612] 2002-08-31 | HP | Pavilion 752n | 1069.91 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | CompUSA Stores
[r613] 2002-08-24 | HP | Pavilion 752n | 1119.91 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | Circuit City Stores
[r614] 2002-08-18 | HP | Pavilion 752n | 1219.91 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | CompUSA Stores
[r615] 2002-08-11 | HP | Pavilion 752n | 999.96 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | Staples Stores
[r616] 2002-07-29 | HP | Pavilion 752n | 1249.97 | Pentium 4 | 2.0A | 512 DDR | 60 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores and Circuit City Stores
[r617] 2002-12-23 | HP | Pavilion 753n | 1000 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r618] 2002-12-23 | HP | Pavilion 753n | 1250 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | Staples stores
[r619] 2002-12-15 | HP | Pavilion 753n | 1200 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 15" HP F50 LCD Flat Panel | HP 3820 | BestBuy Stores
[r620] 2002-12-15 | HP | Pavilion 753n | 1400 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP F50 LCD Flat Panel | HP 3820 | BestBuy Stores
[r621] 2002-12-08 | HP | Pavilion 753n | 1150 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | Staples Stores
[r622] 2002-12-02 | HP | Pavilion 753n | 1150 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | Staples Stores
[r623] 2002-11-24 | HP | Pavilion 753n | 1249 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3820 | BestBuy Stores
[r624] 2002-11-17 | HP | Pavilion 753n | 1049.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r625] 2002-11-10 | HP | Pavilion 753n | 1199.93 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP EN775e | HP 3820 | CompUSA Stores
[r626] 2002-11-03 | HP | Pavilion 753n | 999.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r627] 2002-10-27 | HP | Pavilion 753n | 1149.97 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | BestBuy Stores
[r628] 2002-10-20 | HP | Pavilion 753n | 1149.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 flat screen | HP 3820 | Circuit City stores
[r629] 2002-10-13 | HP | Pavilion 753n | 1179.98 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Mitsubishi 70BK |  | BestBuy Online
[r630] 2002-10-06 | HP | Pavilion 753n | 1149.97 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 |  | BestBuy Stores
[r631] 2002-09-29 | HP | Pavilion 762n | 1138.92 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | none |  | www.bestbuy.com
[r632] 2002-09-22 | HP | Pavilion 762n | 1336.97 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores
[r633] 2002-09-15 | HP | Pavilion 762n | 1369.94 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | CompUSA Stores
[r634] 2002-09-07 | HP | Pavilion 762n | 1199.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | none |  | www.bestbuy.com
[r635] 2002-08-31 | HP | Pavilion 762n | 1219.97 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy Stores
[r636] 2002-08-24 | HP | Pavilion 762n | 1199.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | none |  | www.bestbuy.com
[r637] 2002-08-18 | HP | Pavilion 762n | 1199.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | none |  | www.bestbuy.com
[r638] 2002-08-11 | HP | Pavilion 762n | 1349.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 |  | BestBuy or Circuit City Stores
[r639] 2002-07-29 | HP | Pavilion 762n | 1249.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-ROM; CD-RW | none |  | www.bestbuy.com or www.hpshopping.com
[r640] 2002-12-23 | HP | Pavilion 763n | 1250 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | www.bestbuy.com
[r641] 2002-12-15 | HP | Pavilion 763n | 1250 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | www.bestbuy.com
[r642] 2002-12-15 | HP | Pavilion 763n | 1500 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 15" HP F50 LCD flat panel | HP 3820 | BestBuy Stores
[r643] 2002-12-08 | HP | Pavilion 763n | 1249.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | www.bestbuy.com
[r644] 2002-12-08 | HP | Pavilion 763n | 1500 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 15" HP F50 flat panel | HP 3820 | BestBuy Stores
[r645] 2002-12-02 | HP | Pavilion 763n | 1349 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 17" HP MX75 | HP 3820 | BestBuy Stores
[r646] 2002-12-02 | HP | Pavilion 763n | 1249.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | www.bestbuy.com
[r647] 2002-11-24 | HP | Pavilion 763n | 1124 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | MicroCenter Stores
[r648] 2002-11-24 | HP | Pavilion 763n | 1500 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 17" HP MX75 | HP 3820 | BestBuy Stores
[r649] 2002-11-17 | HP | Pavilion 763n | 1549.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 17" HP MX75 | HP 3820 | Circuit City Stores
[r650] 2002-11-10 | HP | Pavilion 763n | 1549.97 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 17" HP MX70 | HP 3820 | BestBuy Stores
[r651] 2002-11-03 | HP | Pavilion 763n | 1299.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM |  |  | www.circuitcity.com
[r652] 2002-10-27 | HP | Pavilion 763n | 1399.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-ROM | 17" HP MX75 flat screen | HP 3820 | Circuit City stores
[r653] 2002-09-15 | HP | Pavilion 772n | 1388.46 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.pcmall.com
[r654] 2002-09-07 | HP | Pavilion 772n | 1388.46 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.pcmall.com
[r655] 2002-08-31 | HP | Pavilion 772n | 1349.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.circuitcity.com
[r656] 2002-08-24 | HP | Pavilion 772n | 1349 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.circuitcity.com
[r657] 2002-08-18 | HP | Pavilion 772n | 1349 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.circuitcity.com
[r658] 2002-08-11 | HP | Pavilion 772n | 1549.99 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | 17" HP MX70 |  | Circuit City Stores
[r659] 2002-07-29 | HP | Pavilion 772n | 1449 | Pentium 4 | 2.26 | 512 DDR | 80 | DVD-RW; CD-RW | none |  | www.hpshopping.com
[r660] 2002-12-08 | HP | Pavilion 783 series | 1030 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM; CD-RW | Mag 17" flat screen |  | BestBuy Stores
[r661] 2002-12-02 | HP | Pavilion 783 series | 979.99 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r662] 2002-09-07 | HP | Pavilion 792 series | 1349.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP V70s |  | BestBuy Stores
[r663] 2002-12-23 | HP | Pavilion 793 | 2049 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX75 | HP 3820 | www.hp.com
[r664] 2002-12-15 | HP | Pavilion 793 | 1858 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX70 | HP 3820 | www.hp.com
[r665] 2002-11-17 | HP | Pavilion 793n | 1465 | Pentium 4 HT | 3.06 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" store brand |  | BestBuy Stores
[r666] 2002-09-22 | Sony | PCV-RX730 | 775.55 | Celeron | 1.7 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.techdepot.com or www.computers4sure.com
[r667] 2002-09-15 | Sony | PCV-RX730 | 775.55 | Celeron | 1.7 | 256 DDR | 60 | CD-RW; DVD-ROM | none |  | www.techdepot.com or www.computers4sure.com
