"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years","theme","decade","accuracy_outcome","verdict_rationale","verdict_sources","pipeline_route_reason"
"850","490","2002-10-15","Microsoft launches wireless keyboard and mouse","Reuters","Reed Stevenson","online-article","The Bluetooth market has been off to a very ragged start. Microsoft products will add fuel to the fire.","Kastner (Aberdeen Group analyst) on Microsoft's October 2002 launch of a $159 Bluetooth bundle (keyboard, mouse, transponder) paired with Windows XP. Frames Microsoft entry as catalytic for a stalled Bluetooth accessory market. Original Reuters wire; later echoed in Heise Online's German translation (seq 475).","yes","high","Microsoft's October 2002 Bluetooth desktop launch catalyzed the market as predicted, with Kastner himself calling it the ""key catalyst""; Bluetooth shipments grew rapidly from ~30M chipsets in 2002 to billions annually by mid-decade. [Phase-3 deferred-review resolved 2026-04-24]","","mobile-and-wireless","2000s","validated","Microsoft's October 2002 Bluetooth desktop launch catalyzed the market as predicted, with Kastner himself calling it the ""key catalyst""; Bluetooth shipments grew rapidly from ~30M chipsets in 2002 to billions annually by mid-decade.","[Microsoft News](https://news.microsoft.com/source/2002/10/15/microsoft-makes-history-delivers-unprecedented-wireless-freedom-with-new-desktop-hardware-solution-for-bluetooth/), [Bluetooth SIG History](https://www.bluetooth.com/wp-content/uploads/Sitecore-Media-Library/20year/default.html), [Wikipedia Bluetooth](https://en.wikipedia.org/wiki/Bluetooth)","not_in_pdf"
"851","493","2004-10-04","Cool Stuff -- Apple","InformationWeek","Aaron Ricadela","magazine-article","The bills are going to be paid with the one, two, three, four Xserves and a few terabytes of RAID storage.","Kastner (co-founder, Aberdeen Group) on Apple's enterprise server strategy — distinguishes Apple's HPC 'glamour accounts' (Virginia Tech System X, 1,100 Xserve G5 cluster) from the SMB bread-and-butter where Xserve + Xserve RAID actually generates recurring revenue.","no","not-applicable","","","storage","2000s","","","","not_in_pdf"
"852","496","2004-01-15","News Factor: Corporate Users Abandoning Their Desktop PCs","Smallbiztechnology.com (via NewsFactor)","Ramon Ray (blog editor)","online-article","the move toward wireless local and wide area networks is creating a bifurcated world.","Kastner (Aberdeen Group) on the enterprise wireless transition (Jan 2004). Identifies Intel/Cisco/Microsoft as wireless infrastructure investors creating a two-tier corporate IT landscape — those who can invest in wireless infrastructure vs those left behind on wired desktops.","yes","high","Wi-Fi adoption exploded post-2004 with 802.11n (2009) and enterprise WLANs becoming standard, creating haves with advanced wireless vs. laggards on legacy wired setups, as confirmed by industry histories. [Phase-3 deferred-review resolved 2026-04-24]","","mobile-and-wireless","2000s","validated","Wi-Fi adoption exploded post-2004 with 802.11n (2009) and enterprise WLANs becoming standard, creating haves with advanced wireless vs. laggards on legacy wired setups, as confirmed by industry histories.","[Cisco Wi-Fi history](https://news-blogs.cisco.com/emea/2019/09/30/20-years-of-wi-fi/), [TechTarget wireless history](https://www.techtarget.com/searchnetworking/tip/A-history-of-wireless-for-business-and-a-look-forward)","pdf_format_mismatch"
"853","492","2004-06-21","IBM Dominates Supercomputer List","E-Commerce Times","Keith Regan","online-article","There are applications in the military, in medical research, in all fields of science.","Kastner (Aberdeen Group analyst) on the June 2004 Top500 supercomputer list (IBM dominance, NEC Earth Simulator dethroned). Full quote: 'There are applications in the military, in medical research, in all fields of science. This is an example of how the less expensive computing power can really become important.' Prescient framing of commodity-cluster supercomputing as democratization of HPC.","yes","high","Supercomputers have since been extensively applied in military simulations, medical research like drug discovery and genomics, and scientific fields including climate modeling and physics, confirming the observation. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","2000s","validated","Supercomputers have since been extensively applied in military simulations, medical research like drug discovery and genomics, and scientific fields including climate modeling and physics, confirming the observation.","[TOP500 June 2004 list](https://top500.org/lists/top500/list/2004/06/)","pdf_format_mismatch"
"854","494","2003-04-17","Customers Tire of Excuses for Rebates That Never Arrive","The New York Times","Howard Millman","newspaper-article","Although the low price prompts the purchase, approximately 60 percent of purchasers never get a rebate.","Kastner (Aberdeen Group) in NYT 2003-04-17. Quantifies rebate non-redemption at 60% of purchasers — includes both non-filers and rejected applications. Famously frames the practice as an 'underregulated consumer swamp' in same article.","no","not-applicable","","","vendor-strategy-and-ma","2000s","","","","pdf_format_mismatch"
"855","494","2003-04-17","Customers Tire of Excuses for Rebates That Never Arrive","The New York Times","Howard Millman","newspaper-article","underregulated consumer swamp","Kastner (Aberdeen Group) signature phrase in NYT 2003-04-17 describing the U.S. rebate industry. Pairs with the 60%-nonredemption figure (row 854) and the 'tawdry strategy' line (row 467 post-fix). Characteristic Kastner rhetorical device — memorable populist framing.","no","not-applicable","","","vendor-strategy-and-ma","2000s","","","","pdf_format_mismatch"
"856","497","2003-08-04","Working towards productivity paradise","Daily Times (Pakistan)","Kamil F. Hasan","newspaper-article","Looking down the road, keeping Windows 98-era PCs around much longer will move from the executive's prudent category to the stupid category.","Kastner (EVP & Chief Research Officer, Consumer Digital Technology Practice, Aberdeen Group) from his Aberdeen report 'Why You Need To Replace Those Windows 98 And NT Machines,' quoted in Pakistani business press in a PC-replacement-cycle advocacy column (mid-2003). Direct value statement of PC refresh economics.","yes","high","Windows 98 mainstream support ended 2002, full support 2006; typical enterprise PC refresh cycles were 3-5 years, making retention of 1998-era PCs post-2003 imprudent due to security risks and productivity losses. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","Windows 98 mainstream support ended 2002, full support 2006; typical enterprise PC refresh cycles were 3-5 years, making retention of 1998-era PCs post-2003 imprudent due to security risks and productivity losses.","[Microsoft Support Lifecycle](https://www.microsoft.com/en-us/msrc/blog/2006/06/windows-98-98se-and-me-information-about-support-lifecycle-and-ms06-015), [Network World 2003](https://www.networkworld.com/article/893291/lan-wan-examining-the-pc-upgrade-cycle.html), [Wikipedia Windows 98](https://en.wikipedia.org/wiki/Windows_98)","pdf_format_mismatch"
"857","497","2003-08-04","Working towards productivity paradise","Daily Times (Pakistan)","Kamil F. Hasan","newspaper-article","mid-2003 is a good time for starting or accelerating a PC replacement cycle.","Kastner (Aberdeen Group CDT Practice) timing call — argues Windows XP Pro SP1 availability, hyperthreading on mainstream Pentium 4, and documented Meta Group/KPMG productivity data make Q2/Q3 2003 the economic inflection for enterprise PC refresh.","yes","high","PC shipments grew in 2003 (10-11% YoY per Gartner/IDC), with Q2 up 2.6%, Q3 forecasted 9.6-15.7% YoY, aligning with mid-2003 enterprise refresh driven by XP SP1 and productivity data. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","PC shipments grew in 2003 (10-11% YoY per Gartner/IDC), with Q2 up 2.6%, Q3 forecasted 9.6-15.7% YoY, aligning with mid-2003 enterprise refresh driven by XP SP1 and productivity data.","[Gartner via CNET](https://www.cnet.com/tech/computing/2003-a-banner-year-for-pc-market/), [Gartner via ZDNET](https://www.zdnet.com/article/gartner-ups-estimate-for-2003-pc-shipments/), [IDC via ProQuest](https://www.proquest.com/trade-journals/brief/docview/194366732/se-2)","pdf_format_mismatch"
"858","498","1997-10-01","October 1997 Editor's Buffer: Dialing for Hubris","Database Programming & Design (dbpd.com)","Editor (Database Online)","magazine-article","the tough competition facing database vendors not named IBM, Oracle, or Microsoft.","Kastner (Aberdeen Group) characterization at the August 1997 Object/Relational Summit in Boston — framed the emerging three-way DBMS consolidation (IBM, Oracle, Microsoft) as existentially difficult for all other database vendors. Prescient: by mid-2000s the DBMS market had indeed consolidated around those three plus a shrinking Sybase/Informix/Ingres tier.","yes","high","By mid-2000s, DBMS market consolidated around IBM (34%), Oracle (34%), Microsoft (17-20%), with others like Sybase (3%) and Informix (acquired by IBM 2001) shrinking significantly. [Phase-3 deferred-review resolved 2026-04-24]","","databases-and-middleware","1990s","validated","By mid-2000s, DBMS market consolidated around IBM (34%), Oracle (34%), Microsoft (17-20%), with others like Sybase (3%) and Informix (acquired by IBM 2001) shrinking significantly.","[IDC/Gartner 2005](http://bi.abhinavagarwal.net/2006/05/oracle-leads-in-dbms-marketshare-idc.html), [Informix Wikipedia](https://en.wikipedia.org/wiki/Informix_Corporation)","not_in_pdf"
"1003","583","2003-02-01","Soft growth seen for software","DC Velocity","DC Velocity Staff","magazine-article","""Simply put, U.S. CEOs still have a tight grip on corporate IT spending, believing that prudence in the face of a possible war, oil disruption, and a weak economy dictate a minimum of capital expenditures and a ruthless focus on cutting IT costs. The rest of the world, which is in a much better psychological state of mind, does not have a big enough growth engine to pull the United States out of its IT slump.""","Peter S. Kastner, Aberdeen's executive vice president and chief of research, wrote in the company's electronic newsletter. Aberdeen forecasts worldwide IT spending to rise 4 percent in 2003 versus 1 percent growth last year, with long-term growth in the 4-to-5 percent range. He expects sales to start picking up slowly later this year.","yes","medium","Correctly identified persistent U.S. IT-spending conservatism driven by war/oil/economy; the 4% 2003 forecast was broadly in line with the actual tepid recovery. Under-weighted the strength of the international rebound.","1","it-spend-and-market-outlook","2000s","","","","pdf_format_mismatch"
