obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-005,2002-alternate-consumer-electronics-channels-ppliers-em-b9052b,circuit-city,,viability-prediction,2002,Traditional CE retail channel long-term viability under S&C disruption,Threatened; S&C providers have structural advantages over traditional CE channels,high,ingest-extraction,competitive-profiling,abstract,Study predicts structural threat to incumbents; Circuit City specifically named,,,,,market-study,high,market-research
aberdeen-1996-microsoft-windows-nt-server-40-OBS-011,aberdeen-1996-microsoft-windows-nt-server-40,microsoft,windows-nt-server-40,expert-opinion,1996,Aberdeen 'IBM of the 1990s' characterization,"Microsoft has become the IBM of the 1990s — a 'safe' bet because of marketing clout, ability to attract key ISVs, and persistence in improving core products",medium,ingest-extraction,expert-opinion,Conclusions,Notably ironic framing given IBM's decline narrative at the time.,,,,,market-study,high,market-research
aberdeen-1996-flexiinternational-software-financial-acumen-technology-OBS-010,aberdeen-1996-flexiinternational-software-financial-acumen-technology,flexiinternational-software,,strategy-classification,1996,FIP Channel Program,"3 initial Flexi Industry Partners: Enterprise Systems (hospital materials mgmt), Innovative Computing Corp (transportation/warehousing), Quantra (real estate)",high,ingest-extraction,industry-analysis,Alliances and Partnerships,,,,,,market-study,medium,market-research
sun-as400-market-data-2002-5faa8f-OBS-004,sun-as400-market-data-2002-5faa8f,ibm,,market-data,2001,gross-margin,27.7%,high,ingest-extraction,dr,revenue-sheet,,,,,,benchmark,medium,market-research
rdbms-for-ibm-powera~1-7a44be-OBS-021,rdbms-for-ibm-powera~1-7a44be,oracle,oracle-8,actual-outcome,1997,Oracle 8 release - outcome,"Confirmed — Oracle 8 released June 1997, consistent with the projected timeline",verified,web-source,expert-opinion,,Paired outcome; Oracle 8 shipped in 1997,,,,,benchmark,high,market-research
aberdeen-1995-data-warehouse-olap-OBS-009,aberdeen-1995-data-warehouse-olap,,tech-14,technology-assessment,1995,fat-client-weakness,fails on thousands-of-rows margin analysis,high,ingest-extraction,qualitative-analysis,2,Fat-client design chokes desktop system when performing margin analysis involving thousands of database rows,,,,,market-study,high,market-research
nti-3-pc-and-ws-1993-17d49b-OBS-018,nti-3-pc-and-ws-1993-17d49b,,windows-dos,market-share,1993,Private label/garage shop PC global market share,Estimated 60% of PCs sold worldwide,medium,ingest-extraction,industry-analysis,16,Growing as share; cost-sensitive enterprises relying on internal support,,,,,market-study,high,market-research
1998-advertising-on-the-internet-leveraging-the-virtual-3972d6-OBS-008,1998-advertising-on-the-internet-leveraging-the-virtual-3972d6,,ad-servers,technology-assessment,1998,Ad server deployment options,In-house servers vs outsourced ad servers vs full-service advertising networks,high,ingest-extraction,industry-analysis,Market Analysis,Three-option framework for ad enablement,,,,3972d6-OBS-008,market-study,medium,market-research
aberdeen-1996-dec-manageworks-22-OBS-016,aberdeen-1996-dec-manageworks-22,digital-equipment-corporation,manageworks-22,framework-factor,1996,ManageWORKS architecture component: ManageWORKS Console,User interface for event/network status viewing and monitoring parameter configuration,high,ingest-extraction,document-review,Key Products,Component 1 of 3 in ManageWORKS architecture,,,,,market-study,medium,market-research
1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6-OBS-018,1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6,,enterprise-software,market-data,1998,Software and services vs. hardware share of IT budget,Software and services growing as share; hardware share declining,high,ingest-extraction,statistical-analysis,Vertical Markets,Secular shift from hardware to software began in early 1990s; confirmed by 1998 data,,,,1998-indust-26aed6-OBS-018,market-study,high,market-research
aberdeen-1995-novell-predicament-OBS-018,aberdeen-1995-novell-predicament,ENT-NOVELL,TECH-GROUPWISE,technology-assessment,1995,Groupware competitive landscape,Novell GroupWise vs IBM Notes vs HP OpenMail vs Microsoft Exchange vs Netscape CollabraShare,high,ingest-extraction,analyst-assessment,4,Five-way groupware market battle; Aberdeen implies Novell disadvantaged if enterprises commit to Microsoft or early-market Lotus,,,,,market-viewpoint,high,market-research
maxtor-ramp-interview-guide-first-draft-c68ebd-OBS-009,maxtor-ramp-interview-guide-first-draft-c68ebd,,,market-assumption,2003,Multi-copy data protection topology probed,On-disk copies / on-site tape copies / offsite DR tape copies — three-location model,high,ingest-extraction,interview-design,Lines 38-41,Q15's three-location topology (local disk / on-site tape / offsite DR tape) was the standard enterprise BC/DR model in 2003. This directly evolved into the 3-2-1 backup rule and then cloud-based offsite replication that replaced offsite tape shipping by 2015.,,,,,market-study,high,market-research
2002-open-source-and-linux-2002-poster-children-for-sec-587674-OBS-002,2002-open-source-and-linux-2002-poster-children-for-sec-587674,,open-source-software,market-data,2002,Open source and Linux share of CERT advisories,more than half (>50%),high,ingest-extraction,industry-analysis,1,Key quantitative claim: open source + Linux > 50% of CERT advisories Jan-Oct 2002,,,,,market-study,low,market-research
dell-sap-v6-d08820-OBS-022,dell-sap-v6-d08820,dell,,actual-outcome,2004,dell-market-share-outcome,"Dell's server market share grew as predicted. Dell's worldwide server revenue share rose from 7.5% in 2002 to 9.4% in 2004 and 10.3% in 2005, with unit shipment share at 23.3% by end-2005. Dell consistently outperformed the overall market growth rate.",partially-verified,ingest-extraction,expert-opinion,body,Placeholder. | Dell market share outcome confirmed by IDC data. Source: https://www.zdnet.com/article/worldwide-server-sales-in-2005-ibm-32-9-hp-27-7-dell-10-3/; https://www.cnet.com/tech/tech-industry/ibm-dell-win-in-losing-server-market/,,,,,market-study,high,market-research
2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa-OBS-010,2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa,intel,itanium-2,actual-outcome,2021,Itanium 2 ultimate fate,Intel ended Itanium shipments July 2021; architecture discontinued,verified,web-source,document-review,1,Itanium failed to capture mainstream server market; x86-64 (Xeon/Opteron) dominated instead,,,,,market-study,medium,market-research
aberdeen-1997-hp-andover-working-group-OBS-019,aberdeen-1997-hp-andover-working-group,hewlett-packard,,viability-prediction,1997,HP healthcare leadership trajectory,HP will continue as systems-supplier-of-choice in healthcare; AWG will continue gaining momentum,high,ingest-extraction,industry-analysis,p.4-5,Aberdeen conclusion statement,,,,,market-study,high,market-research
cab199-1-2-0cb163-OBS-050,cab199-1-2-0cb163,computer-associates-international,ca-ingres,competitive-assessment,1997,market-position,CA-Ingres is number four in RDBMS and trailing,high,ingest-extraction,expert-opinion,27,Aberdeen explicitly characterizes CA-Ingres as the fourth-place RDBMS vendor; difficult competitive position.,,,,cab199-1-2-0cb163.050,market-study,medium,market-research
aberdeen-1996-baan-changes-rules-erp-game-OBS-004,aberdeen-1996-baan-changes-rules-erp-game,baan-company,baan-orgware,benchmark-result,1996,BAAN IV business objects generated,"Up to 450 customer-specific production-ready business objects, functions and workflows",medium,ingest-extraction,document-review,p.2,Vendor-cited; Aberdeen did not independently benchmark,,,,,market-study,low,market-research
20-maxline-mtbf-analysis-4d9111-OBS-019,20-maxline-mtbf-analysis-4d9111,,maxline,qualitative-assessment,2003,Failure ratio range across all configs,MaXLine failure ratio vs FC ranges from 0.146 to 0.584 — MaXLine always fails less per TB,high,ingest-extraction,benchmarking,row 9-27,Consistent MaXLine win across all 7 configurations; ratio improves with smaller FC drives,,,,,benchmark,high,market-research
1997-oracle-developer-2000-client-server-development-en-5f98ce-OBS-006,1997-oracle-developer-2000-client-server-development-en-5f98ce,oracle-corporation,oracle-developer-2000,technology-assessment,1997,oracle-forms-component,"Oracle Forms provides forms generation with PL/SQL support; runs on Windows, Unix, and Web via Java",high,ingest-extraction,document-review,Technology Overview,Core Forms component,,,,,market-study,medium,market-research
1998-advertising-on-the-internet-leveraging-the-virtual-3972d6-OBS-005,1998-advertising-on-the-internet-leveraging-the-virtual-3972d6,aberdeen-group,,actual-outcome,2000,Internet advertising as share of all ad spending actual,~3% (2000),verified,web-source,industry-analysis,Post-publication,Actual share was approximately 3% in 2000 (CMR data); Aberdeen's 4.5% was optimistic but directionally correct,,,,3972d6-OBS-005,market-study,medium,market-research
aberdeen-1997-aberdeen-group-impacts-OBS-003,aberdeen-1997-aberdeen-group-impacts,marcam-solutions,,technology-assessment,1997,Marcam Solutions Protean ERP assessment,Proof of concept confirmed in production environments,medium,ingest-extraction,expert-opinion,p.1,Impact 10/97,,,,,market-study,not-applicable,market-research
1997-oracle8-the-database-for-network-computing-674c9d-OBS-004,1997-oracle8-the-database-for-network-computing-674c9d,oracle-corporation,oracle8,benchmark-result,1997,per-user-memory-reduction,Oracle8 reduces per-user memory requirements by approximately 50% vs Oracle7 via pooled and multiplexed connections,high,ingest-extraction,benchmarking,Scalability,PSK cites Oracle internal benchmark,,,,,market-study,high,market-research
dell-sap-v6-d08820-OBS-020,dell-sap-v6-d08820,,linux,actual-outcome,2004,linux-mission-critical-outcome,"Linux did achieve mission-critical status in enterprise environments by 2004-2005. Linux server revenues grew 14 consecutive quarters of double-digit growth through Q4 2005, reaching $5.7B for full-year 2005. Linux databases, SAP on Linux, and Oracle on Linux deployments became mainstream.",partially-verified,ingest-extraction,expert-opinion,body,Placeholder. | Linux mission-critical outcome validated by 2005 IDC data showing $5.7B Linux server revenue and expanding enterprise workloads. Source: https://www.linuxinsider.com/story/windows-bumps-unix-as-server-os-leader-48999.html,,,,,market-study,high,market-research
aberdeen-1995-data-warehouse-olap-OBS-045,aberdeen-1995-data-warehouse-olap,,tech-01,strategy-classification,1995,is-executive-recommendation,adopt ROLAP as next logical step,high,ingest-extraction,qualitative-analysis,5,Aberdeen recommends IS executives view Relational OLAP as next logical step in complex decision-support evolution,,,,,market-study,high,market-research
aberdeen-1996-sun-microsystems-decision-warehouse-OBS-018,aberdeen-1996-sun-microsystems-decision-warehouse,sun-microsystems,solaris-25,framework-factor,1996,Data Warehouse Scalability Factor: SMP Operating System,Solaris 2.5 fine-tuned for multiprocessor; threaded I/O and networking; constant query response time as dataset and user count grow; 3-8% CPU overhead (vs up to 30% for NT),high,ingest-extraction,benchmarking,Solaris,,,,,,market-study,high,market-research
linuxsme99-574d39-OBS-018,linuxsme99-574d39,aberdeen-group,,benchmark-result,1999,Aberdeen analyst count,Over 45 research analysts,high,ingest-extraction,document-review,Why Aberdeen Group,Breadth of coverage across hardware/software/networking/apps/services,,,,,market-study,high,market-research
2001-aberdeen-group-blades-an-evolution-in-server-densi-b56557-OBS-003,2001-aberdeen-group-blades-an-evolution-in-server-densi-b56557,,blade-server,viability-prediction,2001,blade server mainstream success dependency,Success depends on effective supplier and IS buyer design of blade-server and back-end storage architectures,verified,outcome-linkage,expert-opinion,abstract,Aberdeen's key success condition for blade server adoption,,,,,market-study,high,market-research
aberdeen-1995-data-warehouse-olap-OBS-037,aberdeen-1995-data-warehouse-olap,,tech-03,technology-assessment,1995,mdb-drill-down-gap,cannot drill to detailed data without RDBMS adjunct,high,ingest-extraction,qualitative-analysis,3,MDBs are highly summarized and cannot themselves drill down to detailed data; RDBMS required as adjunct for detailed queries,,,,,market-study,high,market-research
hp-smart-contact-b3c359-OBS-003,hp-smart-contact-b3c359,hewlett-packard,hp-smart-contact,expert-opinion,1997,HP market position for contact centers,HP in excellent position to capitalize on integrated contact center mandate with Smart Contact,medium,ingest-extraction,expert-opinion,abstract,Aberdeen's positive positioning assessment of HP in this market,,,,,market-study,low,market-research
