LAYER A failures (by study)
  obs[OBS-NOR010] observation_type='market-data' not in codes.csv
  obs[OBS-NOR011] observation_type='market-data' not in codes.csv
  obs[OBS-TECH001] observation_type='viability-prediction' not in codes.csv
  obs[OBS-TECH002] observation_type='actual-outcome' not in codes.csv
  obs[OBS-TECH003] observation_type='technology-assessment' not in codes.csv
  obs[OBS-TECH004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-COMP001] observation_type='strategy-classification' not in codes.csv
  obs[OBS-COMP002] observation_type='actual-outcome' not in codes.csv
  obs[OBS-MKTTREND001] observation_type='market-data' not in codes.csv
  obs[OBS-MKTTREND002] observation_type='viability-prediction' not in codes.csv
  obs[OBS-MKTTREND003] observation_type='technology-assessment' not in codes.csv
  obs[OBS-SUN001] observation_type='strategy-classification' not in codes.csv

other-authors/1997-novell-directory-to-the-network-str-048b05
  obs[OBS-NOV-001] observation_type='strategy-classification' not in codes.csv
  obs[OBS-NOV-002] observation_type='viability-prediction' not in codes.csv
  obs[OBS-NOV-003] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-004] observation_type='viability-prediction' not in codes.csv
  obs[OBS-NOV-005] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-006] observation_type='market-data' not in codes.csv
  obs[OBS-NOV-007] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-008] observation_type='viability-prediction' not in codes.csv
  obs[OBS-NOV-009] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-010] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NOV-012] observation_type='market-data' not in codes.csv
  obs[OBS-NOV-013] observation_type='market-data' not in codes.csv
  obs[OBS-NOV-014] observation_type='strategy-classification' not in codes.csv
  obs[OBS-NOV-015] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NOV-016] observation_type='viability-prediction' not in codes.csv
  obs[OBS-NOV-017] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NOV-018] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NOV-019] observation_type='strategy-classification' not in codes.csv
  obs[OBS-NOV-020] observation_type='expert-opinion' not in codes.csv

other-authors/1997-nt-case-41-56aa2e
  obs[OBS-NT001] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT002] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT003] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT004] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT005] observation_type='market-data' not in codes.csv
  obs[OBS-NT006] observation_type='market-data' not in codes.csv
  obs[OBS-NT007] observation_type='market-data' not in codes.csv
  obs[OBS-NT008] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NT009] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NT010] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NT011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NT012] observation_type='technology-assessment' not in codes.csv
  obs[OBS-NT013] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT014] observation_type='benchmark-result' not in codes.csv
  obs[OBS-NT015] observation_type='benchmark-result' not in codes.csv
  obs[OBS-GOV001] observation_type='strategy-classification' not in codes.csv
  obs[OBS-GOV002] observation_type='expert-opinion' not in codes.csv
  obs[OBS-GOV003] observation_type='viability-prediction' not in codes.csv
  obs[OBS-GOV004] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NT016] observation_type='viability-prediction' not in codes.csv
  obs[OBS-NT017] observation_type='actual-outcome' not in codes.csv
  obs[OBS-NT018] observation_type='technology-assessment' not in codes.csv
  obs[OBS-MSFT001] observation_type='strategy-classification' not in codes.csv
  obs[OBS-MSFT002] observation_type='actual-outcome' not in codes.csv

other-authors/1997-object-databases-such-as-o2-odmg--t-c98c72
  obs[OBS-O2-001] observation_type='technology-assessment' not in codes.csv
  obs[OBS-O2-002] observation_type='viability-prediction' not in codes.csv
  obs[OBS-O2-003] observation_type='actual-outcome' not in codes.csv
  obs[OBS-O2-004] observation_type='expert-opinion' not in codes.csv
  obs[OBS-O2-005] observation_type='viability-prediction' not in codes.csv
  obs[OBS-O2-006] observation_type='actual-outcome' not in codes.csv
  obs[OBS-O2-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-O2-008] observation_type='actual-outcome' not in codes.csv
  obs[OBS-O2-009] observation_type='market-data' not in codes.csv
  obs[OBS-O2-010] observation_type='actual-outcome' not in codes.csv
  obs[OBS-O2-011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-O2-012] observation_type='framework-factor' not in codes.csv

other-authors/1997-object-technology-meets-demand-mana-551c84
  obs[OBS-IMI-001] observation_type='strategy-classification' not in codes.csv
  obs[OBS-IMI-002] observation_type='viability-prediction' not in codes.csv
  obs[OBS-IMI-003] observation_type='actual-outcome' not in codes.csv
  obs[OBS-IMI-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-IMI-005] observation_type='viability-prediction' not in codes.csv
  obs[OBS-IMI-006] observation_type='actual-outcome' not in codes.csv
  obs[OBS-IMI-007] observation_type='framework-factor' not in codes.csv
  obs[OBS-IMI-008] observation_type='expert-opinion' not in codes.csv
  obs[OBS-IMI-009] observation_type='viability-prediction' not in codes.csv
  obs[OBS-IMI-010] observation_type='actual-outcome' not in codes.csv
  obs[OBS-IMI-011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-IMI-012] observation_type='market-data' not in codes.csv

other-authors/1997-objective-communications--vidmodem--f3351f
  obs[OBS-OBJ-001] observation_type='technology-assessment' not in codes.csv
  obs[OBS-OBJ-002] observation_type='benchmark-result' not in codes.csv
  obs[OBS-OBJ-003] observation_type='market-data' not in codes.csv
  obs[OBS-OBJ-004] observation_type='market-data' not in codes.csv
  obs[OBS-OBJ-005] observation_type='viability-prediction' not in codes.csv
  obs[OBS-OBJ-006] observation_type='actual-outcome' not in codes.csv
  obs[OBS-OBJ-007] observation_type='viability-prediction' not in codes.csv
  obs[OBS-OBJ-008] observation_type='actual-outcome' not in codes.csv
  obs[OBS-OBJ-009] observation_type='strategy-classification' not in codes.csv
  obs[OBS-OBJ-010] observation_type='actual-outcome' not in codes.csv
  obs[OBS-OBJ-011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-OBJ-012] observation_type='expert-opinion' not in codes.csv
  obs[OBS-OBJ-013] observation_type='viability-prediction' not in codes.csv
  obs[OBS-OBJ-014] observation_type='strategy-classification' not in codes.csv
  obs[OBS-OBJ-015] observation_type='actual-outcome' not in codes.csv
  obs[OBS-OBJ-016] observation_type='technology-assessment' not in codes.csv
  obs[OBS-OBJ-017] observation_type='actual-outcome' not in codes.csv

other-authors/aberdeen-1995-digital-linkworks
  obs[aberdeen-1995-digital-linkworks-OBS-001] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-002] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-003] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-004] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-005] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-007] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-008] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-009] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-010] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-011] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-012] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-013] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-014] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-015] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-016] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-017] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-018] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-019] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-020] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-021] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-022] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-023] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-024] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-025] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-026] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-027] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-028] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-029] observation_type='expert-opinion' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-030] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-1996] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-1997] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-1998] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-1999] observation_type='actual-outcome' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-2000] observation_type='viability-prediction' not in codes.csv
  obs[aberdeen-1995-digital-linkworks-OBS-2001] observation_type='actual-outcome' not in codes.csv

other-authors/aberdeen-1995-digital-objectbroker
  obs[aberdeen-1995-digital-objectbroker-OBS-001] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-002] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-003] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-004] observation_type='market-data' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-005] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-007] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-008] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-009] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-010] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-011] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-012] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-013] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-014] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-015] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-016] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-017] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-018] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-019] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-020] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-021] observation_type='technology-assessment' not in codes.csv
  obs[aberdeen-1995-digital-objectbroker-OBS-022] observation_type='technology-assessment' not in codes.csv
