"entity_id","study_id"
"gateway-inc","dct-weekly-2003-04-20"
"gateway-inc","dct-weekly-2003-05-11"
"gateway-inc","dct-weekly-2003-05-18"
"gateway-inc","dct-weekly-2003-06-08"
"gateway-inc","dct-weekly-2003-06-15"
"gateway-inc","dct-weekly-2003-06-22"
"gateway-inc","dct-weekly-2003-07-06"
"gateway-inc","dct-weekly-2003-07-13"
"gateway-inc","dct-weekly-2003-07-26"
"gateway-inc","dct-weekly-2003-08-03"
"gateway-inc","dct-weekly-2003-08-10"
"gateway-inc","dct-weekly-2003-08-17"
"gateway-inc","dct-weekly-2003-08-24"
"gateway-inc","less-is-more-stylin-pcs-3-de2c65"
"gateway-inc","music-tv-central-to-dell-consumer-push-m-57e733"
"gateway-inc","restructure-plans-weigh-on-gateway-marke-c5656c"
"gateway-inc","small-is-huge-in-pcs-these-days-blog-arc-655851"
"gateway-inc","technology-news-hardware-gateway-goes-gi-4af738"
"gateway-inc","usatoday-reuters-pc-music-deals-gateway--b3a303"
"gateway-inc","usatoday-reuters-small-pcs-form-factor-2-5ffca5"
"gateway-inc","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"gchq","volume-1-ch04-prime-computer-1979-1981"
"ge-information-services","ecprac~1-a7d0e4"
"ge-information-services","ecpspr~1-4968bf"
"ge-yao-chu","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"geac-enterprise","top-iseries-isvs-2002-2e8695"
"geis","dollars-and-sense-b2b-ec-eb8c9d"
"gene-amdahl","on-computers-tips-40th-anniversary-of-th-ee9cc5"
"genentech","svbi-apple-xserve-kastner-2002-05-17-1398db"
"general-dynamics","volume-1-ch04-prime-computer-1979-1981"
"general-electric","aberdeen-1997-actra-commercexpert-internet-commerce"
"general-electric","volume-1-ch01-waiting-for-automation-1960-1969"
"general-electric-information-services","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"genuity","remarks-of-peter-kastner-to-the-massachu-96335b"
"george-colony","wsj-tech-watching-analyst-industry-1998-002531"
"george-conrades","aberdeen-multitrak-headlines-context-kas-f941d1"
"george-w-bush","marketwatch-weeks-top-apr17-2003-intel-k-429978"
"george-weiss","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"geotel-communications","1998-communicating-business-intelligence-through-comput-0290b1"
"gerry-hemmendinger","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"giga-group","aberdeen-training-day-1-522863"
"giga-information-group","topic-iia-pc-management-best-practices-2003-10"
"giga-information-group","wsj-tech-watching-analyst-industry-1998-002531"
"global-2000","2000-enterprise-application-integration1-9e1eca"
"google","2010-intel-vpro-daily-globe-6f615e"
"google","volume-1-ch10-the-long-view-1966-2026"
"google-deepmind","2026-kastner-enterprise-ai-arc"
"google-inc","mac-keeps-lead-on-linux-7-e3bcbf"
"google-inc","mac-os-vs--linux-who-s-2-the-mac-observe-34e63d"
"gordon-kerr-hyatt","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"goremote-communications","goremote-profile-5-2a-8fa814"
"great-plains","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4"
"great-plains-software","aberdeen-1997-lawson-insight-process-orientation-business-management"
"great-plains-software","psbj-meisner-microsoft-consulting-acquis-7b85c8"
"greater-boston-police-council","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"greg-sullivan-ms","pc-refresh-or-refurb-smb-computing-6-37f090"
"groupe-bull","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"groupe-bull","volume-1-appendix-career-timeline"
"groupe-bull","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"groupe-bull","wsj-honeywell-bull-layoffs-kastner-1989-9faf05"
"gte-products","psk-litigate98-72601c"
"gte-sylvania","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"gupta-technologies","1997-unify-vision-8fcfc3"
"gupta-technologies","aberdeen-1996-moving-effectively-next-gen-client-server"
"gustavo-fernandez","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"h-neal-houtz","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"hampton-va-police-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"hampton-va-police-department","volume-1-ch03-physics-of-consulting-1972-1979"
"hand-held-entertainment","dct-oct.-4-hot-topic-b61c0d"
"handspring","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"handspring","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"handspring","dct-supplier-list-2002"
"handspring-inc","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"hans-gyllstrom","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"hans-nijkamp","adl-commercial-engagements-kastner-1972-1979-b8b001"
"harald-sammer-tandem","ftsn-serlin-tandem-txp-et1-benchmarks-19-ea6530"
"harbinger","ecprac~1-a7d0e4"
"harbinger","ecpspr~1-4968bf"
"harbinger-corporation","dollars-and-sense-b2b-ec-eb8c9d"
"hardware-vendors","2002-cable-and-telco-companies-battle-for-home-internet-2baa0b"
"harold-koplow","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"harte-hanks","dct-personal-it-forecast-research-2001"
"harte-hanks","volume-1-about-the-author"
"harte-hanks","volume-1-appendix-career-timeline"
"harte-hanks","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"harte-hanks","volume-1-epilogue-argument-with-reality"
"harvard-medical-school","aberdeen-1996-spider-technologies-netdynamics"
"hauppauge","dct-video-market-segmentation-2002"
"hbo-company","aberdeen-1997-hp-andover-working-group"
"hbo-company","health~1-056358"
"herb-siegel","1999-retainer-contract-d3a385"
"hercules-inc","1993-hercules-sap-28344a"
"hewlett-packard","10ibmiss-f66945"
"hewlett-packard","1992-tpc-benchmarks-vp-ed0e0d"
"hewlett-packard","1993-hercules-sap-28344a"
"hewlett-packard","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"hewlett-packard","1997-managing-the-people-dimension-of-ma-1d6b17"
"hewlett-packard","1999pr~1-c5516b"
"hewlett-packard","2001-aberdeen-group-blades-an-evolution-in-server-densi-b56557"
"hewlett-packard","2001-aberdeen-group-recent-publications-psk-2be54d"
"hewlett-packard","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2"
"hewlett-packard","2001-hp-compaq-kastner-insight1-d6dc38"
"hewlett-packard","2001-hp-cpq-merger-collection-edbca1"
"hewlett-packard","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"hewlett-packard","2002-hp-s-consumer-pc-business-will-shrink-psk-ef3cd5"
"hewlett-packard","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa"
"hewlett-packard","2002-the-new-hp-stands-up-to-be-counted-psk-35453a"
"hewlett-packard","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"hewlett-packard","2006-amd-ati-acquisition-cf19ff"
"hewlett-packard","aberdeen-1995-commercial-messaging"
"hewlett-packard","aberdeen-1995-hp-softbench"
"hewlett-packard","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"hewlett-packard","aberdeen-1996-debunking-ntsmp-scalability-myth"
"hewlett-packard","aberdeen-1996-hp-3000-increasing-customers-successes"
"hewlett-packard","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"hewlett-packard","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance"
"hewlett-packard","aberdeen-1996-hp-networking-vision-workgroups"
"hewlett-packard","aberdeen-1996-hp-praesidium-family"
"hewlett-packard","aberdeen-1996-hp-vectra-xw-personal-workstation"
"hewlett-packard","aberdeen-1996-risc-unix-market"
"hewlett-packard","aberdeen-1997-hp-andover-working-group"
"hewlett-packard","aberdeen-dops-distributed-open-prod-syst-cbae77"
"hewlett-packard","aberdeen-dops-tpc-1992-deck-bbe78e"
"hewlett-packard","cnet-shankland-ibm-itanium-x450-2003-c91608"
"hewlett-packard","copy-of-hp-camera-lab-journal-prod-c103f6"
"hewlett-packard","dct-access-pc-deals-2002-2003"
"hewlett-packard","dct-at-kearney-business-pc-prices"
"hewlett-packard","dct-business-2002-11-pc-deals"
"hewlett-packard","dct-business-2002-12-pc-deals"
"hewlett-packard","dct-business-2003-03-17-pc-deals"
"hewlett-packard","dct-corp-notebooks-jan-2003"
"hewlett-packard","dct-dceit-observations-2002-06"
"hewlett-packard","dct-gateway-acquires-emachines-2004-03"
"hewlett-packard","dct-hp-camera-lab-report-2001-09"
"hewlett-packard","dct-hp-compaq-pcs-insight-2001-09"
"hewlett-packard","dct-kastner-wish-list-2002-12"
"hewlett-packard","dct-memoir-ramp-vs-dct-prescience-2026"
"hewlett-packard","dct-microsoft-media-center-rollout-2002-08"
"hewlett-packard","dct-personal-it-forecast-research-2001"
"hewlett-packard","dct-q1-2003-pc-shipments"
"hewlett-packard","dct-weekly-2002-08-24-pc-deals-analysis"
"hewlett-packard","dct-weekly-2002-08-24-pc-deals-script"
"hewlett-packard","dct-weekly-2002-10-06"
"hewlett-packard","dct-weekly-2002-10-27"
"hewlett-packard","dct-weekly-2002-11-17"
"hewlett-packard","dct-weekly-2002-12-15"
"hewlett-packard","dct-weekly-2002-12-30"
"hewlett-packard","dct-weekly-2003-01-05"
"hewlett-packard","dct-weekly-2003-01-12"
"hewlett-packard","dct-weekly-2003-01-19"
"hewlett-packard","dct-weekly-2003-01-26"
"hewlett-packard","dct-weekly-2003-03-02"
"hewlett-packard","dct-weekly-2003-03-09"
"hewlett-packard","dct-weekly-2003-03-16"
"hewlett-packard","dct-weekly-2003-03-23"
"hewlett-packard","dct-weekly-2003-04-06"
"hewlett-packard","dct-weekly-2003-04-13"
"hewlett-packard","dct-weekly-2003-04-20"
"hewlett-packard","dct-weekly-2003-05-11"
"hewlett-packard","dct-weekly-2003-05-18"
"hewlett-packard","dct-weekly-2003-06-08"
"hewlett-packard","dct-weekly-2003-06-15"
"hewlett-packard","dct-weekly-2003-06-22"
"hewlett-packard","dct-weekly-2003-07-06"
"hewlett-packard","dct-weekly-2003-07-13"
"hewlett-packard","dct-weekly-2003-07-26"
"hewlett-packard","dct-weekly-2003-08-03"
"hewlett-packard","dct-weekly-2003-08-10"
"hewlett-packard","dct-weekly-2003-08-17"
"hewlett-packard","dct-weekly-2003-08-24"
"hewlett-packard","dct-why-aberdeen-follows-pc-deals-2002"
"hewlett-packard","ecpspr~1-4968bf"
"hewlett-packard","erppsp~1-31f088"
"hewlett-packard","hp-can-boost-soa-offerings-with-acquisit-48e07e"
"hewlett-packard","hp-compaq-kastner-insight1-a5a4e0"
"hewlett-packard","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"hewlett-packard","hp-mercury-soa-2006-pdf-80785e"
"hewlett-packard","hp-smart-contact-b3c359"
"hewlett-packard","hptpc92-2fd423"
"hewlett-packard","ibm-+-webify-=-industry-soa-application--97733a"
"hewlett-packard","ibm-rs6000-midran~1-88f049"
"hewlett-packard","intel-2010-vpro-daily-globe-42697e"
"hewlett-packard","internetnews-veritas-itanium-believer-20-2ff4eb"
"hewlett-packard","intern~1-45df51"
"hewlett-packard","jungle-6-7af8b7"
"hewlett-packard","ma-ibm-webify-5e0d4b"
"hewlett-packard","mac-os-vs--linux-who-s-2-the-mac-observe-34e63d"
"hewlett-packard","marathon-technologies-demonstrates-99-99-99a38e"
"hewlett-packard","nti-11-distributed-midrange-servers-1993-dedd19"
"hewlett-packard","nti-4-nextgen-os-timing-1993-a45049"
"hewlett-packard","nti-9-mainframe-role-1993-77fc40"
"hewlett-packard","ntpspr~1-728dc3"
"hewlett-packard","ntserv~1-56bd94"
"hewlett-packard","portal-99-fe5656"
"hewlett-packard","powerful-network-management-4cb125"
"hewlett-packard","processor-editorial-article-one-powerhou-aa3f6c"
"hewlett-packard","sap-r-3-on-wintel-servers-712986"
"hewlett-packard","sars-high-tech-monday-update-monday-apri-ac0cb5"
"hewlett-packard","sequent-s-numa-q-2000-solutions-77a77c"
"hewlett-packard","sia-compaq-vows-support-himalaya-post-hp-21421a"
"hewlett-packard","stratus-computer-is-down-ad-reprints-c19-903ebf"
"hewlett-packard","system~1-36ba8c"
"hewlett-packard","tighten-disease-tracking-sars-latimes-20-0568b4"
"hewlett-packard","tpcbench92-139998"
"hewlett-packard","transmeta-crusoe-tm5700-tm5900-computerw-455262"
"hewlett-packard","workst~1-d22401"
"hewlett-packard","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"hewlett-packard-company","2026-kastner-dec-longitudinal-22d177"
"hewlett-packard-enterprise","2026-kastner-dec-longitudinal-22d177"
"hewlett-packard-hp","1992-tpc-benchmarks-vp-745fa1"
"hewlett-packard-hp","1998as400-1-146289"
"hewlett-packard-hp","2002-webex--taking-conferencing-to-the-summit-05f195"
"hewlett-packard-hp","aberdeen-1995-limd-technology"
"hewlett-packard-hp","marathon-d186ab"
"hiawatha-bray","kastner-technology-breadth-memoir-2026"
"hitachi","09-maxtor-workshop-prep-guide-a218dc"
"hitachi-data-systems","13-hh-time-compression-downtime-strategy-4e50c9"
"hitachi-data-systems","14-formulas-disaster-scenario-c2f0b4"
"hitachi-global-storage-technologies","10-maxtor-workshop-02-09-eod-53f22b"
"honeywell","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"honeywell-bull-inc","wsj-honeywell-bull-layoffs-kastner-1989-9faf05"
"hong-kong","2003-sars-electronics-supply-chain-ec0375"
"houghton-mifflin","adl-commercial-engagements-kastner-1972-1979-b8b001"
"houghton-mifflin","management-skills-learned-1969-3e75d0"
"houghton-mifflin","translating-early-skills-and-experiences-15bb2d"
"houghton-mifflin","volume-1-appendix-career-timeline"
"houghton-mifflin","volume-1-ch03-physics-of-consulting-1972-1979"
"howard-johnsons","volume-1-ch01-waiting-for-automation-1960-1969"
"hp","2010-intel-vpro-daily-globe-6f615e"
"hp","aberdeen-1996-ibm-tivoli"
"hp","dct-webinar-nov-2002"
"hp","dell-services-kastner-051904-4-87b363"
"hp","hp-analyst-phone-call-6-204870"
"hp","sequent-sap-sequen~1-7f70e4"
"hp-brazil","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"hp-commercial-systems-division","aberdeen-1996-hp-3000-increasing-customers-successes"
"hp-compaq","2002-it-spending-shows-encouraging-signs-0d61cd"
"hp-general-systems-division","aberdeen-1996-hp-3000-increasing-customers-successes"
"hp-hewlett-packard","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"hp-hewlett-packard","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"hp-storage","2003-storage-trends-what-will-be-hot-in-2003-and-beyond-cd0aeb"
"hp-workgroup-networks-division","aberdeen-1996-hp-networking-vision-workgroups"
"hugh-bishop","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"hugh-bishop","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"hughes-network-systems","aberdeen-1996-omnibox-interactive-broadcasting-network"
"hy-tek-mfg","small-is-huge-in-pcs-these-days-blog-arc-655851"
"hyperion-software","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"hyperion-solutions","top-iseries-isvs-2002-2e8695"
"i2-technologies","erpv2p~1-b15573"
"ibm","10ibmiss-f66945"
"ibm","1991-encore-and-metadata-47f414"
"ibm","1992-sapiens-and-metadata-0608b6"
"ibm","1992-tpc-benchmarks-vp-ed0e0d"
"ibm","1993-hercules-sap-28344a"
"ibm","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"ibm","1997-commercial-risc-unix-1996-mvp-711569"
"ibm","1997-dec-linkworks-webworker---an-object-db2d2a"
"ibm","1997-the-new-as-400e-series-aa9cac"
"ibm","1997-tme-10-security-management-8178c6"
"ibm","1998-hp-high-availability-and-metadata-7d1276"
"ibm","1999pr~1-c5516b"
"ibm","2001-hp-compaq-kastner-insight1-d6dc38"
"ibm","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa"
"ibm","2003-dell-and-oracle-boldly-predict-the-demise-of-big-i-073fba"
"ibm","2003-dell-ars-white-paper-53d13d"
"ibm","2004-03-intelitaniummfewp11.doc-618d4a"
"ibm","2026-kastner-ibm-longitudinal"
"ibm","aberdeen-1995-commercial-messaging"
"ibm","aberdeen-1995-data-warehouse-olap"
"ibm","aberdeen-1995-ibm-db2-common-server"
"ibm","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"ibm","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"ibm","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"ibm","aberdeen-1996-evaluating-system36-migration-strategies"
"ibm","aberdeen-1996-frame-relay-access-devices"
"ibm","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"ibm","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance"
"ibm","aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"ibm","aberdeen-1996-ibm-as400-vs-microsoft-nt-server"
"ibm","aberdeen-1996-ibm-os2-warp-server"
"ibm","aberdeen-1996-ibm-tivoli"
"ibm","aberdeen-1996-ibm-transformation-business-machines-information-service"
"ibm","aberdeen-1996-mainframe-revival-short-lived-or-long-term"
"ibm","aberdeen-1996-object-oriented-three-tier-plus-computing"
"ibm","aberdeen-1996-open-market-web-based-commerce"
"ibm","aberdeen-1996-risc-unix-market"
"ibm","aberdeen-1996-unisys-clears-path-a-series-os2200"
"ibm","aberdeen-1997-as400-nt-server-ibm-microsoft-working-together"
"ibm","aberdeen-corporate-collateral-2001-v2-b4b001"
"ibm","aberdeen-dops-distributed-open-prod-syst-cbae77"
"ibm","aberdeen-eii-2003-ea3f1a"
"ibm","bbn1989-1e6838"
"ibm","bull1990-d-c-benchmarks-8b5d9c"
"ibm","cab199-1-2-0cb163"
"ibm","carepo-kastner-unicenter-jasmine-1996-1d5ffe"
"ibm","casale-evp-2-79187c"
"ibm","casale-evp-5-aa8f2a"
"ibm","caunic-ltr98-80140d"
"ibm","dbmspr~1-7c854e"
"ibm","dct-apple-powermac-g5-2003-06"
"ibm","dct-at-kearney-business-pc-prices"
"ibm","dct-corp-notebooks-jan-2003"
"ibm","dct-dceit-observations-2002-06"
"ibm","dct-personal-it-forecast-research-2001"
"ibm","dct-q1-2003-pc-shipments"
"ibm","debit-credit-ibm-dec-1988-2-2fc147"
"ibm","dectp-genspark-research2-4-a09a82"
"ibm","dectp92-0ca51c"
"ibm","dell-services-kastner-051904-4-87b363"
"ibm","dssune~1-cbf6e3"
"ibm","ecpspr~1-4968bf"
"ibm","encore-b7c40d"
"ibm","erppsp~1-31f088"
"ibm","esb-0617-5cc5fa"
"ibm","hp-can-boost-soa-offerings-with-acquisit-48e07e"
"ibm","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"ibm","hp-mercury-soa-2006-pdf-80785e"
"ibm","ibm-+-webify-=-industry-soa-application--97733a"
"ibm","ibm-major-account-plan-8-cc6400"
"ibm","ibm-messaging-workshop-report-final-9-ef7fbc"
"ibm","ibm-rs6000-midran~1-88f049"
"ibm","ibm-scm-murray2-tm-4a0fbf"
