"code_id","code_type","label","definition"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from analyst or industry expert"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys with industry participants"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure, trends, and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication research"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"emerging","lifecycle","Emerging","Technology or market category in early growth phase at time of study"
"mature","lifecycle","Mature","Technology or market at peak adoption at time of study"
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained but no longer leading edge"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or support"
"active","lifecycle","Active","Technology or company currently in active use or operation"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or market success"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative or qualitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment by Aberdeen analyst"
